OBJECTID,GIS_ID,NAME,ALPHA_CODE,PARK_CODE,LOCATION,AQUIRED,TRANS_DC,SOURCE,RESERVE,LABEL,Shape_Length,Shape_Area,SQUARE,SUFFIX,LOT,SSL,PAR
440,,,,,"Washington Ave. (Canal St.), between D & South Capitol Sts., NW",<Null>,,NPS,6F,,598.62859625988,3604.98612725514,0640,,0000,RES 006F0000,
441,,,,,"1901 Washington Ave. (Canal St.) & New Jersey Ave., SE",<Null>,,NPS,289,,89.5982677337449,429.519801247699,0000,,0000,RES 02890000,
442,,Randle Circle,,,"Massachusetts Ave., Minnesota Ave., and 32nd St., SE",<Null>,,NPS,726,Randle Circle,497.421340995024,7089.39920728611,0000,,0000,RES 07260000,
443,,,,,"1901 Maryland Ave., between 10th & D Sts., SW",<Null>,,NPS,198,,161.944504975132,840.858091650851,0352,,0000,RES 01980000,
444,,,,,,<Null>,,NPS,,,81.7019884389373,322.572531978056,6120,N,0801,6120N   0801,
445,,,,,,<Null>,,NPS,,,1524.1890289958,123798.357023401,PAR ,,0025,PAR 01630025,0163
446,,,,,,<Null>,,NPS,,,63.4208450183665,162.727956268288,5298,,0803,5298    0803,
447,,,,,,<Null>,,NPS,,,126.618022009819,471.840873509632,5297,,0803,5297    0803,
448,,,,,,<Null>,,NPS,,,79.1481660476295,285.588134158209,5296,,0810,5296    0810,
449,,,,,,<Null>,,NPS,,,96.2683514574007,478.051305799657,5287,,0803,5287    0803,
450,,,,,,<Null>,,NPS,,,57.7823764704686,137.917110946223,5295,,0812,5295    0812,
451,,,,,,<Null>,,NPS,,,69.7168535805245,199.172107559785,5295,,0813,5295    0813,
452,,,,,,<Null>,,NPS,,,2696.36232869122,67885.8798108504,PAR ,,0081,PAR 01730081,0173
453,,United States National Arboretum,,,3501 NEW YORK AVENUE NE,<Null>,,NPS,,United States National Arboretum,8306.19231431732,1701987.98526411,0000,,0016,PAR 01620016,0162
454,,,,,,<Null>,,NPS,,,1239.32373642904,86119.9623403473,0000,,0147,PAR 01730147,0173
455,Nps_373,The Mall,NACC,802,"7th To 6th St. NW & Constitution Ave., To Independence Avenue, SW","1, 7, 9",,NPS,04 & 5,The National Mall,4922.5768830925,235180.473619288,PAR ,,0007,PAR 03160007,0316
456,,Oxon Run Park,NACE,,"Mississippi Ave., Between 1st St. & Southern Ave., SE",6,,,,Oxon Run Park,1105.93775571682,28980.8544289005,,,,RES 05010000,
457,Nps_234,Thomas Circle,NACC,828,"Massachusetts & Vermont Aves., NW",1,,,066,Thomas Circle,206.755953191337,3401.77967783285,,,,RES 00660000,
