element_1,element_2,track_name,playlist_genre,playlist_subgenre,track_artist,track_popularity,selected_artist,point_size_selected_artist,track_name_selected_artist,genre_selected_artist,popular_tracks_selected_artist
1.9775070589992276,-6.123575240860837,Never Letting Go,pop,dance pop,Audien,63,,0.1,NA,NA,NA
0.8368823766965681,-3.861043662515425,Used To Love (with Dean Lewis),pop,dance pop,Martin Garrix,83,,0.1,NA,NA,NA
1.233571468644592,-5.527789716088118,Giulia,pop,dance pop,Prince Paris,55,,0.1,NA,NA,NA
-1.9682511767492463,-7.496423695064052,What Do I Do? ,pop,dance pop,Georgia Ku,39,,0.1,NA,NA,NA
4.892779533579791,5.398914044059594,Dreams Of You (feat. Rae Morris),pop,dance pop,Icarus,48,,0.1,NA,NA,NA
1.9212759650723685,7.767008010463279,I Will Let You Down (feat. KLARA),pop,dance pop,Madison Mars,59,,0.1,NA,NA,NA
-2.474856499169979,5.272481429579473,Carillon (with Achille Lauro),pop,dance pop,Nahaze,64,,0.1,NA,NA,NA
-3.069490645557251,6.391829841917378,La Vie ,pop,dance pop,DJ Ross,42,,0.1,NA,NA,NA
1.7747380050141701,7.4359757138074,Lullaby,pop,dance pop,R3HAB,70,,0.1,NA,NA,NA
0.6439651323314735,9.563043182032295,Say It,pop,dance pop,Phantoms,57,,0.1,NA,NA,NA
-3.053643433205029,-3.205078030437395,All This Time,pop,dance pop,Deorro,21,,0.1,NA,NA,NA
-0.40156307624369103,-5.596337514514597,Acordeão,pop,dance pop,Tiësto,63,,0.1,NA,NA,NA
3.1383618561319895,7.140931652584547,My Friend,pop,dance pop,Yves V,54,,0.1,NA,NA,NA
2.8000900674818148,6.340254633588777,On & On,pop,dance pop,Alok,79,,0.1,NA,NA,NA
-1.822988439021484,-8.09048227153906,Juliet & Romeo,pop,dance pop,Martin Solveig,72,,0.1,NA,NA,NA
-0.9332307700092355,5.862649581055918,All Around The World (La La La),pop,dance pop,R3HAB,80,,0.1,NA,NA,NA
0.8891836635830852,7.949251188504535,Are You Lonely (feat. ISÁK),pop,dance pop,Steve Aoki,47,,0.1,NA,NA,NA
-0.024994936011411104,-7.04901736458126,No More (feat. Brenda Mullen) ,pop,dance pop,Alex Gaudino,19,,0.1,NA,NA,NA
-3.312216872784361,8.176383838405178,Close Your Eyes,pop,dance pop,Felix Jaehn,79,,0.1,NA,NA,NA
0.710865270066409,7.301588972617474,Buzzing (with Nevve),pop,dance pop,Audien,59,,0.1,NA,NA,NA
0.26792464148844203,9.228903510049527,Never Be Alone (feat. Aloe Blacc),pop,dance pop,David Guetta,68,,0.1,NA,NA,NA
-2.4659855904101358,-7.899101910502827,Roses ,pop,dance pop,SAINt JHN,72,,0.1,NA,NA,NA
-1.4504989528253098,7.448013899385047,Insane,pop,dance pop,Ofenbach,66,,0.1,NA,NA,NA
2.7205197984960967,-5.428865874011333,Daydreams ,pop,dance pop,ARTY,59,,0.1,NA,NA,NA
0.049873818655512964,-8.940682504363831,Only Want You ,pop,dance pop,Rita Ora,64,,0.1,NA,NA,NA
0.6451562699003416,-5.606744534965079,Woke Up Late (feat. Hailee Steinfeld) ,pop,dance pop,Drax Project,41,,0.1,NA,NA,NA
0.7950428441730443,-5.6056851271693775,Not Ok ,pop,dance pop,Kygo,66,,0.1,NA,NA,NA
1.6740493060872197,7.331406653027722,Heaven (feat. Veronica),pop,dance pop,Dzeko,68,,0.1,NA,NA,NA
1.3463343612848278,7.086822645943711,Sixteen ,pop,dance pop,Ellie Goulding,66,,0.1,NA,NA,NA
-0.3739042283327041,-7.087366998238411,Don’t Give Up On Me Now (with Julie Bergan),pop,dance pop,R3HAB,63,,0.1,NA,NA,NA
-1.1574086216401511,-8.87806432646582,Brave,pop,dance pop,Don Diablo,68,,0.1,NA,NA,NA
2.6932021489898528,7.109072221794102,Carry On ,pop,dance pop,Kygo,67,,0.1,NA,NA,NA
-0.4299300556859038,-8.771233151701194,Magnets (feat. Sophie Simmons),pop,dance pop,Sam Feldt,62,,0.1,NA,NA,NA
